deviceId,Fleet#,Time,Date,Interval,Day_of_week,start_stop,end_stop,start_order,end_order,routeId,timeTaken,direction,route_name
868728039291882,J1754,2025-03-27 09:34:42,2025-03-27,37,3,KELAMBAKKAM,HINDUSTAN COLLEGE,1,2,1965,114.0,DOWN,KELAMBAKKAM TO BROADWAY
868728039291882,J1754,2025-03-27 09:43:20,2025-03-27,37,3,HINDUSTAN COLLEGE,NAVALUR CHURCH,2,4,1965,518.0,DOWN,KELAMBAKKAM TO BROADWAY
868728039291882,J1754,2025-03-27 09:48:42,2025-03-27,38,3,NAVALUR CHURCH,NAVALUR,4,5,1965,322.0,DOWN,KELAMBAKKAM TO BROADWAY
868728039291882,J1754,2025-03-27 09:54:18,2025-03-27,38,3,NAVALUR,SEMMANCHERI ALAMARAM,5,6,1965,336.0,DOWN,KELAMBAKKAM TO BROADWAY
868728039291882,J1754,2025-03-27 10:08:21,2025-03-27,39,3,SEMMANCHERI ALAMARAM,SHOLINGANALLUR P.U.OFFICE,6,8,1965,843.0,DOWN,KELAMBAKKAM TO BROADWAY
868728039291882,J1754,2025-03-27 10:13:38,2025-03-27,39,3,SHOLINGANALLUR P.U.OFFICE,KARAPAKKAM,8,9,1965,317.0,DOWN,KELAMBAKKAM TO BROADWAY
868728039291882,J1754,2025-03-27 10:18:45,2025-03-27,40,3,KARAPAKKAM,MOOTAKARAN CHAVADI,9,10,1965,307.0,DOWN,KELAMBAKKAM TO BROADWAY
868728039291882,J1754,2025-03-27 10:33:53,2025-03-27,41,3,MOOTAKARAN CHAVADI,KANDANCHAVADI,10,12,1965,908.0,DOWN,KELAMBAKKAM TO BROADWAY
868728039291882,J1754,2025-03-27 10:48:47,2025-03-27,42,3,KANDANCHAVADI,ADYAR DEPOT,10,8,1965,894.0,UP,BROADWAY TO KELAMBAKKAM
868728039291882,J1754,2025-03-27 10:53:26,2025-03-27,42,3,ADYAR DEPOT,ADYAR SIGNAL (MALAR HOSPITAL),10,11,1965,279.0,DOWN,KELAMBAKKAM TO BROADWAY
868728039291882,J1754,2025-03-27 11:05:47,2025-03-27,43,3,ADYAR SIGNAL (MALAR HOSPITAL),FORESHORE ESTATE,11,17,1965,741.0,DOWN,KELAMBAKKAM TO BROADWAY
868728039291882,J1754,2025-03-27 11:27:55,2025-03-27,44,3,FORESHORE ESTATE,SECRETARIAT,17,20,1965,1328.0,DOWN,KELAMBAKKAM TO BROADWAY
868728039291882,J1754,2025-03-27 11:31:43,2025-03-27,45,3,SECRETARIAT,BROADWAY,20,21,1965,228.0,DOWN,KELAMBAKKAM TO BROADWAY
868728039291882,J1754,2025-03-27 12:15:18,2025-03-27,48,3,BROADWAY,SECRETARIAT,1,2,1965,2615.0,UP,BROADWAY TO KELAMBAKKAM
868728039291882,J1754,2025-03-27 12:37:13,2025-03-27,49,3,SECRETARIAT,FORESHORE ESTATE,2,5,1965,1315.0,UP,BROADWAY TO KELAMBAKKAM
868728039291882,J1754,2025-03-27 12:49:02,2025-03-27,50,3,FORESHORE ESTATE,ADYAR SIGNAL (MALAR HOSPITAL),5,7,1965,709.0,UP,BROADWAY TO KELAMBAKKAM
868728039291882,J1754,2025-03-27 12:52:56,2025-03-27,50,3,ADYAR SIGNAL (MALAR HOSPITAL),ADYAR DEPOT,7,8,1965,234.0,UP,BROADWAY TO KELAMBAKKAM
868728039291882,J1754,2025-03-27 13:13:17,2025-03-27,51,3,ADYAR DEPOT,KANDANCHAVADI,8,10,1965,1221.0,UP,BROADWAY TO KELAMBAKKAM
868728039291882,J1754,2025-03-27 13:33:16,2025-03-27,53,3,KANDANCHAVADI,MOOTAKARAN CHAVADI,10,12,1965,1199.0,UP,BROADWAY TO KELAMBAKKAM
868728039291882,J1754,2025-03-27 13:37:58,2025-03-27,53,3,MOOTAKARAN CHAVADI,KARAPAKKAM,12,13,1965,282.0,UP,BROADWAY TO KELAMBAKKAM
868728039291882,J1754,2025-03-27 13:42:40,2025-03-27,53,3,KARAPAKKAM,SHOLINGANALLUR P.U.OFFICE,13,14,1965,282.0,UP,BROADWAY TO KELAMBAKKAM
868728039291882,J1754,2025-03-27 13:57:03,2025-03-27,54,3,SHOLINGANALLUR P.U.OFFICE,SEMMANCHERI ALAMARAM,14,16,1965,863.0,UP,BROADWAY TO KELAMBAKKAM
