lat,long,timestamp,deviceId,dataState,routeNumber,date,vehicleNumber,speed,provider,serverTime
0.0,0.0,2004-01-02 03:10:31+00:00,868728039305021,L,,2025-03-24 06:23:37+00:00,KA01G1234,0.0,chalo,2025-03-24 06:23:05+00:00
0.0,0.0,2004-01-02 03:11:01+00:00,868728039305021,L,,2025-03-24 06:24:18+00:00,KA01G1234,0.0,chalo,2025-03-24 06:23:36+00:00
0.0,0.0,2004-01-07 10:43:43+00:00,869244044715450,L,,2025-03-24 06:03:35+00:00,KA01G1234,0.0,chalo,2025-03-24 06:02:29+00:00
0.0,0.0,2004-01-07 10:53:09+00:00,869244044715450,L,,2025-03-24 06:12:40+00:00,KA01G1234,0.0,chalo,2025-03-24 06:11:56+00:00
0.0,0.0,2004-01-07 11:02:55+00:00,869244044715450,L,,2025-03-24 06:22:03+00:00,KA01G1234,0.0,chalo,2025-03-24 06:21:43+00:00
0.0,0.0,2017-09-03 19:35:51+00:00,869244044702649,L,,2025-03-24 05:56:29+00:00,KA01G1234,0.0,chalo,2025-03-24 05:55:46+00:00
0.0,0.0,2017-09-03 19:46:19+00:00,869244044702649,L,,2025-03-24 06:06:37+00:00,KA01G1234,0.0,chalo,2025-03-24 06:06:11+00:00
0.0,0.0,2017-09-03 20:03:14+00:00,869244044702649,L,,2025-03-24 06:23:37+00:00,KA01G1234,0.0,chalo,2025-03-24 06:23:08+00:00
0.0,0.0,2017-09-03 20:04:55+00:00,869244044702649,L,,2025-03-24 06:25:08+00:00,KA01G1234,0.0,chalo,2025-03-24 06:24:49+00:00
13.099854,80.169518,2025-03-24 02:09:52+00:00,869244042810758,L,,2025-03-24 02:10:09+00:00,KA01G1234,25.0,chalo,2025-03-24 02:09:55+00:00
13.099687,80.17083,2025-03-24 02:10:12+00:00,869244042810758,L,,2025-03-24 02:10:49+00:00,KA01G1234,31.0,chalo,2025-03-24 02:10:13+00:00
13.09905,80.172867,2025-03-24 02:10:41+00:00,869244042810758,L,,2025-03-24 02:10:49+00:00,KA01G1234,24.0,chalo,2025-03-24 02:10:43+00:00
13.136054,80.293617,2025-03-24 11:54:25+00:00,869244042752265,L,,2025-03-24 06:25:58+00:00,KA01G1234,17.0,chalo,2025-03-24 06:25:20+00:00
13.092369,80.271103,2025-03-24 11:54:42+00:00,869244044664922,L,,2025-03-24 06:25:58+00:00,KA01G1234,45.0,chalo,2025-03-24 06:24:58+00:00
13.060615,80.211739,2025-03-24 11:54:51+00:00,868728039338303,L,,2025-03-24 06:25:58+00:00,KA01G1234,29.0,chalo,2025-03-24 06:24:57+00:00
13.13603,80.254898,2025-03-24 11:54:52+00:00,869244042784821,L,,2025-03-24 06:25:58+00:00,KA01G1234,20.0,chalo,2025-03-24 06:24:58+00:00
13.026742,80.265541,2025-03-24 11:54:53+00:00,869244044694200,L,,2025-03-24 06:25:58+00:00,KA01G1234,0.0,chalo,2025-03-24 06:24:56+00:00
13.059997,80.282608,2025-03-24 11:54:53+00:00,868728039254807,L,,2025-03-24 06:25:58+00:00,KA01G1234,38.0,chalo,2025-03-24 06:24:57+00:00
13.015247,80.224716,2025-03-24 11:54:53+00:00,869244044511412,L,,2025-03-24 06:25:58+00:00,KA01G1234,10.0,chalo,2025-03-24 06:24:57+00:00
13.108047,80.242058,2025-03-24 11:54:53+00:00,869244042813703,L,,2025-03-24 06:25:58+00:00,KA01G1234,19.0,chalo,2025-03-24 06:24:57+00:00
