lat,long,timestamp,deviceId,dataState,routeNumber,date,vehicleNumber,speed,provider,serverTime
0.0,0.0,2004-01-02 02:49:17+00:00,868728039305021,L,,2025-03-24 06:02:18+00:00,KA01G1234,0.0,chalo,2025-03-24 06:01:31+00:00
0.0,0.0,2004-01-02 02:59:33+00:00,868728039305021,L,,2025-03-24 06:12:40+00:00,KA01G1234,0.0,chalo,2025-03-24 06:11:59+00:00
0.0,0.0,2004-01-07 10:43:43+00:00,869244044715450,L,,2025-03-24 06:03:35+00:00,KA01G1234,0.0,chalo,2025-03-24 06:02:29+00:00
0.0,0.0,2004-01-07 10:53:09+00:00,869244044715450,L,,2025-03-24 06:12:40+00:00,KA01G1234,0.0,chalo,2025-03-24 06:11:56+00:00
0.0,0.0,2004-01-23 11:30:28+00:00,868728039248759,L,,2025-03-24 05:55:47+00:00,KA01G1234,0.0,chalo,2025-03-24 05:54:42+00:00
0.0,0.0,2017-09-03 19:35:51+00:00,869244044702649,L,,2025-03-24 05:56:29+00:00,KA01G1234,0.0,chalo,2025-03-24 05:55:46+00:00
0.0,0.0,2017-09-03 19:46:19+00:00,869244044702649,L,,2025-03-24 06:06:37+00:00,KA01G1234,0.0,chalo,2025-03-24 06:06:11+00:00
13.028765,80.236221,2025-03-24 11:41:35+00:00,869244044533861,L,,2025-03-24 06:14:15+00:00,KA01G1234,37.0,chalo,2025-03-24 06:13:28+00:00
13.037268,80.246536,2025-03-24 11:42:56+00:00,869244044519894,L,,2025-03-24 06:14:15+00:00,KA01G1234,33.0,chalo,2025-03-24 06:13:31+00:00
13.00804,80.259247,2025-03-24 11:43:01+00:00,868728039340986,L,,2025-03-24 06:14:15+00:00,KA01G1234,13.0,chalo,2025-03-24 06:13:56+00:00
13.105381,80.28167,2025-03-24 11:43:14+00:00,869244044499501,L,,2025-03-24 06:14:15+00:00,KA01G1234,30.0,chalo,2025-03-24 06:13:29+00:00
13.13095,80.129883,2025-03-24 11:43:21+00:00,869244042807051,L,,2025-03-24 06:14:15+00:00,KA01G1234,35.0,chalo,2025-03-24 06:13:26+00:00
13.151108,80.299629,2025-03-24 11:43:21+00:00,869244042818389,L,,2025-03-24 06:14:15+00:00,KA01G1234,0.0,chalo,2025-03-24 06:13:26+00:00
12.997261,80.256805,2025-03-24 11:43:21+00:00,869244042806855,L,,2025-03-24 06:14:15+00:00,KA01G1234,0.0,chalo,2025-03-24 06:13:26+00:00
13.051672,80.095398,2025-03-24 11:43:21+00:00,868728039317786,L,,2025-03-24 06:14:15+00:00,KA01G1234,0.0,chalo,2025-03-24 06:13:26+00:00
13.103603,80.252914,2025-03-24 11:43:22+00:00,869244042793814,L,,2025-03-24 06:14:15+00:00,KA01G1234,29.0,chalo,2025-03-24 06:13:25+00:00
