deviceId,Fleet#,Time,Date,Interval,Day_of_week,start_stop,end_stop,start_order,end_order,routeId,timeTaken,direction,route_name
868728039291882,J1754,2025-03-30 08:11:30,2025-03-30,31,6,KELAMBAKKAM,HINDUSTAN COLLEGE,1,2,1965,128.0,DOWN,KELAMBAKKAM TO BROADWAY
868728039291882,J1754,2025-03-30 08:18:08,2025-03-30,32,6,HINDUSTAN COLLEGE,NAVALUR CHURCH,2,4,1965,398.0,DOWN,KELAMBAKKAM TO BROADWAY
868728039291882,J1754,2025-03-30 08:21:36,2025-03-30,32,6,NAVALUR CHURCH,NAVALUR,4,5,1965,208.0,DOWN,KELAMBAKKAM TO BROADWAY
868728039291882,J1754,2025-03-30 08:26:20,2025-03-30,32,6,NAVALUR,SEMMANCHERI ALAMARAM,5,6,1965,284.0,DOWN,KELAMBAKKAM TO BROADWAY
868728039291882,J1754,2025-03-30 08:34:29,2025-03-30,33,6,SEMMANCHERI ALAMARAM,SHOLINGANALLUR P.U.OFFICE,6,8,1965,489.0,DOWN,KELAMBAKKAM TO BROADWAY
868728039291882,J1754,2025-03-30 08:37:18,2025-03-30,33,6,SHOLINGANALLUR P.U.OFFICE,KARAPAKKAM,8,9,1965,169.0,DOWN,KELAMBAKKAM TO BROADWAY
868728039291882,J1754,2025-03-30 08:41:04,2025-03-30,33,6,KARAPAKKAM,MOOTAKARAN CHAVADI,9,10,1965,226.0,DOWN,KELAMBAKKAM TO BROADWAY
868728039291882,J1754,2025-03-30 08:51:59,2025-03-30,34,6,MOOTAKARAN CHAVADI,KANDANCHAVADI,10,12,1965,655.0,DOWN,KELAMBAKKAM TO BROADWAY
868728039291882,J1754,2025-03-30 09:42:50,2025-03-30,37,6,KANDANCHAVADI,MOOTAKARAN CHAVADI,10,12,1965,3051.0,UP,BROADWAY TO KELAMBAKKAM
868728039291882,J1754,2025-03-30 09:46:26,2025-03-30,38,6,MOOTAKARAN CHAVADI,KARAPAKKAM,12,13,1965,216.0,UP,BROADWAY TO KELAMBAKKAM
868728039291882,J1754,2025-03-30 09:50:31,2025-03-30,38,6,KARAPAKKAM,SHOLINGANALLUR P.U.OFFICE,13,14,1965,245.0,UP,BROADWAY TO KELAMBAKKAM
868728039291882,J1754,2025-03-30 09:59:00,2025-03-30,38,6,SHOLINGANALLUR P.U.OFFICE,SEMMANCHERI ALAMARAM,14,16,1965,509.0,UP,BROADWAY TO KELAMBAKKAM
868728039291882,J1754,2025-03-30 10:02:38,2025-03-30,39,6,SEMMANCHERI ALAMARAM,NAVALUR,16,17,1965,218.0,UP,BROADWAY TO KELAMBAKKAM
868728039291882,J1754,2025-03-30 10:04:16,2025-03-30,39,6,NAVALUR,NAVALUR CHURCH,17,18,1965,98.0,UP,BROADWAY TO KELAMBAKKAM
868728039291882,J1754,2025-03-30 10:12:47,2025-03-30,39,6,NAVALUR CHURCH,HINDUSTAN COLLEGE,18,20,1965,511.0,UP,BROADWAY TO KELAMBAKKAM
868728039291882,J1754,2025-03-30 10:13:44,2025-03-30,39,6,HINDUSTAN COLLEGE,KELAMBAKKAM,20,21,1965,57.0,UP,BROADWAY TO KELAMBAKKAM
868728039291882,J1754,2025-03-30 11:24:10,2025-03-30,44,6,HINDUSTAN COLLEGE,NAVALUR CHURCH,2,4,1965,363.0,DOWN,KELAMBAKKAM TO BROADWAY
868728039291882,J1754,2025-03-30 11:28:28,2025-03-30,44,6,NAVALUR CHURCH,NAVALUR,4,5,1965,258.0,DOWN,KELAMBAKKAM TO BROADWAY
868728039291882,J1754,2025-03-30 11:32:49,2025-03-30,45,6,NAVALUR,SEMMANCHERI ALAMARAM,5,6,1965,261.0,DOWN,KELAMBAKKAM TO BROADWAY
868728039291882,J1754,2025-03-30 11:39:20,2025-03-30,45,6,SEMMANCHERI ALAMARAM,SHOLINGANALLUR P.U.OFFICE,6,8,1965,391.0,DOWN,KELAMBAKKAM TO BROADWAY
868728039291882,J1754,2025-03-30 11:43:12,2025-03-30,45,6,SHOLINGANALLUR P.U.OFFICE,KARAPAKKAM,8,9,1965,232.0,DOWN,KELAMBAKKAM TO BROADWAY
868728039291882,J1754,2025-03-30 11:46:37,2025-03-30,46,6,KARAPAKKAM,MOOTAKARAN CHAVADI,9,10,1965,205.0,DOWN,KELAMBAKKAM TO BROADWAY
868728039291882,J1754,2025-03-30 11:57:35,2025-03-30,46,6,MOOTAKARAN CHAVADI,KANDANCHAVADI,10,12,1965,658.0,DOWN,KELAMBAKKAM TO BROADWAY
868728039291882,J1754,2025-03-30 12:20:26,2025-03-30,48,6,KANDANCHAVADI,ADYAR DEPOT,10,8,1965,1371.0,UP,BROADWAY TO KELAMBAKKAM
868728039291882,J1754,2025-03-30 12:22:47,2025-03-30,48,6,ADYAR DEPOT,ADYAR SIGNAL (MALAR HOSPITAL),10,11,1965,141.0,DOWN,KELAMBAKKAM TO BROADWAY
868728039291882,J1754,2025-03-30 12:34:14,2025-03-30,49,6,ADYAR SIGNAL (MALAR HOSPITAL),FORESHORE ESTATE,11,17,1965,687.0,DOWN,KELAMBAKKAM TO BROADWAY
868728039291882,J1754,2025-03-30 12:58:59,2025-03-30,50,6,FORESHORE ESTATE,SECRETARIAT,17,20,1965,1485.0,DOWN,KELAMBAKKAM TO BROADWAY
868728039291882,J1754,2025-03-30 13:01:38,2025-03-30,51,6,SECRETARIAT,BROADWAY,20,21,1965,159.0,DOWN,KELAMBAKKAM TO BROADWAY
868728039291882,J1754,2025-03-30 13:37:22,2025-03-30,53,6,BROADWAY,SECRETARIAT,1,2,1965,2144.0,UP,BROADWAY TO KELAMBAKKAM
868728039291882,J1754,2025-03-30 14:36:36,2025-03-30,57,6,SECRETARIAT,FORESHORE ESTATE,2,5,1965,3554.0,UP,BROADWAY TO KELAMBAKKAM
868728039291882,J1754,2025-03-30 14:45:29,2025-03-30,58,6,FORESHORE ESTATE,ADYAR SIGNAL (MALAR HOSPITAL),5,7,1965,533.0,UP,BROADWAY TO KELAMBAKKAM
868728039291882,J1754,2025-03-30 14:50:32,2025-03-30,58,6,ADYAR SIGNAL (MALAR HOSPITAL),ADYAR DEPOT,7,8,1965,303.0,UP,BROADWAY TO KELAMBAKKAM
868728039291882,J1754,2025-03-30 15:10:16,2025-03-30,59,6,ADYAR DEPOT,KANDANCHAVADI,8,10,1965,1184.0,UP,BROADWAY TO KELAMBAKKAM
868728039291882,J1754,2025-03-30 15:21:49,2025-03-30,60,6,KANDANCHAVADI,MOOTAKARAN CHAVADI,10,12,1965,693.0,UP,BROADWAY TO KELAMBAKKAM
868728039291882,J1754,2025-03-30 15:26:45,2025-03-30,60,6,MOOTAKARAN CHAVADI,KARAPAKKAM,12,13,1965,296.0,UP,BROADWAY TO KELAMBAKKAM
868728039291882,J1754,2025-03-30 15:30:30,2025-03-30,61,6,KARAPAKKAM,SHOLINGANALLUR P.U.OFFICE,13,14,1965,225.0,UP,BROADWAY TO KELAMBAKKAM
868728039291882,J1754,2025-03-30 15:43:16,2025-03-30,61,6,SHOLINGANALLUR P.U.OFFICE,SEMMANCHERI ALAMARAM,14,16,1965,766.0,UP,BROADWAY TO KELAMBAKKAM
868728039291882,J1754,2025-03-30 15:47:30,2025-03-30,62,6,SEMMANCHERI ALAMARAM,NAVALUR,16,17,1965,254.0,UP,BROADWAY TO KELAMBAKKAM
868728039291882,J1754,2025-03-30 15:51:14,2025-03-30,62,6,NAVALUR,NAVALUR CHURCH,17,18,1965,224.0,UP,BROADWAY TO KELAMBAKKAM
868728039291882,J1754,2025-03-30 16:00:31,2025-03-30,63,6,NAVALUR CHURCH,HINDUSTAN COLLEGE,18,20,1965,557.0,UP,BROADWAY TO KELAMBAKKAM
868728039291882,J1754,2025-03-30 16:03:21,2025-03-30,63,6,HINDUSTAN COLLEGE,KELAMBAKKAM,20,21,1965,170.0,UP,BROADWAY TO KELAMBAKKAM
868728039291882,J1754,2025-03-30 17:22:57,2025-03-30,68,6,HINDUSTAN COLLEGE,NAVALUR CHURCH,2,4,1965,422.0,DOWN,KELAMBAKKAM TO BROADWAY
868728039291882,J1754,2025-03-30 17:27:39,2025-03-30,68,6,NAVALUR CHURCH,NAVALUR,4,5,1965,282.0,DOWN,KELAMBAKKAM TO BROADWAY
868728039291882,J1754,2025-03-30 17:33:45,2025-03-30,69,6,NAVALUR,SEMMANCHERI ALAMARAM,17,16,1965,366.0,UP,BROADWAY TO KELAMBAKKAM
868728039291882,J1754,2025-03-30 17:41:55,2025-03-30,69,6,SEMMANCHERI ALAMARAM,SHOLINGANALLUR P.U.OFFICE,6,8,1965,490.0,DOWN,KELAMBAKKAM TO BROADWAY
868728039291882,J1754,2025-03-30 17:45:48,2025-03-30,70,6,SHOLINGANALLUR P.U.OFFICE,KARAPAKKAM,8,9,1965,233.0,DOWN,KELAMBAKKAM TO BROADWAY
868728039291882,J1754,2025-03-30 17:50:13,2025-03-30,70,6,KARAPAKKAM,MOOTAKARAN CHAVADI,9,10,1965,265.0,DOWN,KELAMBAKKAM TO BROADWAY
868728039291882,J1754,2025-03-30 18:01:46,2025-03-30,71,6,MOOTAKARAN CHAVADI,KANDANCHAVADI,10,12,1965,693.0,DOWN,KELAMBAKKAM TO BROADWAY
868728039291882,J1754,2025-03-30 18:12:11,2025-03-30,71,6,KANDANCHAVADI,ADYAR DEPOT,10,8,1965,625.0,UP,BROADWAY TO KELAMBAKKAM
868728039291882,J1754,2025-03-30 18:14:56,2025-03-30,71,6,ADYAR DEPOT,ADYAR SIGNAL (MALAR HOSPITAL),10,11,1965,165.0,DOWN,KELAMBAKKAM TO BROADWAY
868728039291882,J1754,2025-03-30 18:21:50,2025-03-30,72,6,ADYAR SIGNAL (MALAR HOSPITAL),FORESHORE ESTATE,11,17,1965,414.0,DOWN,KELAMBAKKAM TO BROADWAY
868728039291882,J1754,2025-03-30 18:39:15,2025-03-30,73,6,FORESHORE ESTATE,BROADWAY,17,21,1965,1045.0,DOWN,KELAMBAKKAM TO BROADWAY
