deviceId,Fleet#,Time,Date,Interval,Day_of_week,start_stop,end_stop,start_order,end_order,routeId,timeTaken,direction,route_name
869244042818157,I2978,2025-03-24 01:40:54,2025-03-24,5,0,BROADWAY,FORESHORE ESTATE,2,6,4796,1805.0,UP,M.G.R.CENTRAL To THIRUVANMIYUR
869244042818157,I2978,2025-03-24 02:01:24,2025-03-24,7,0,FORESHORE ESTATE,THIRUVANMIYUR,6,11,4796,1230.0,UP,M.G.R.CENTRAL To THIRUVANMIYUR
869244042818157,I2978,2025-03-24 02:34:52,2025-03-24,9,0,THIRUVANMIYUR,AVVAI HOME,1,4,4796,2008.0,DOWN,M.G.R.CENTRAL To THIRUVANMIYUR
869244042818157,I2978,2025-03-24 05:18:55,2025-03-24,20,0,THIRUVANMIYUR,FORESHORE ESTATE,11,6,4796,2627.0,UP,M.G.R.CENTRAL To THIRUVANMIYUR
869244042818157,I2978,2025-03-24 05:41:04,2025-03-24,21,0,FORESHORE ESTATE,BROADWAY,6,10,4796,1329.0,DOWN,M.G.R.CENTRAL To THIRUVANMIYUR
869244042818157,I2978,2025-03-24 06:29:10,2025-03-24,24,0,BROADWAY,AVVAI HOME,2,8,4796,2886.0,UP,M.G.R.CENTRAL To THIRUVANMIYUR
869244042818157,I2978,2025-03-24 06:45:04,2025-03-24,26,0,AVVAI HOME,THIRUVANMIYUR,8,11,4796,954.0,UP,M.G.R.CENTRAL To THIRUVANMIYUR
869244042818157,I2978,2025-03-24 07:16:47,2025-03-24,28,0,THIRUVANMIYUR,ADYAR DEPOT,11,10,4796,1903.0,UP,M.G.R.CENTRAL To THIRUVANMIYUR
869244042818157,I2978,2025-03-24 07:25:22,2025-03-24,28,0,ADYAR DEPOT,BESANT NAGAR,10,9,4796,515.0,UP,M.G.R.CENTRAL To THIRUVANMIYUR
869244042818157,I2978,2025-03-24 07:32:20,2025-03-24,29,0,BESANT NAGAR,AVVAI HOME,3,4,4796,418.0,DOWN,M.G.R.CENTRAL To THIRUVANMIYUR
869244042818157,I2978,2025-03-24 09:57:18,2025-03-24,38,0,FORESHORE ESTATE,ADYAR DEPOT,6,10,4796,1100.0,UP,M.G.R.CENTRAL To THIRUVANMIYUR
869244042818157,I2978,2025-03-24 10:01:59,2025-03-24,39,0,ADYAR DEPOT,THIRUVANMIYUR,10,11,4796,281.0,UP,M.G.R.CENTRAL To THIRUVANMIYUR
869244042818157,I2978,2025-03-24 10:32:23,2025-03-24,41,0,THIRUVANMIYUR,ADYAR DEPOT,11,10,4796,1824.0,UP,M.G.R.CENTRAL To THIRUVANMIYUR
869244042818157,I2978,2025-03-24 10:40:04,2025-03-24,41,0,ADYAR DEPOT,BESANT NAGAR,10,9,4796,461.0,UP,M.G.R.CENTRAL To THIRUVANMIYUR
